"103年08月 1723 中碳             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"103/08/01","364,968","68,731,920","188.00","189.50","187.50","187.50","-3.00","303",
"103/08/04","597,550","110,556,400","186.50","186.50","183.50","185.50","-2.00","512",
"103/08/05","217,044","40,174,684","185.50","186.00","184.50","185.00","-0.50","197",
"103/08/06","375,995","68,721,075","185.00","185.00","182.00","182.00","-3.00","333",
"103/08/07","549,763","99,990,629","182.00","183.00","180.00","180.00","-2.00","478",
"103/08/08","323,896","58,807,260","180.00","183.00","179.50","182.00","+2.00","281",
"103/08/11","581,286","106,281,410","185.00","185.00","181.50","183.00","+1.00","377",
"103/08/12","893,318","165,657,441","185.00","187.50","184.00","187.50","+4.50","695",
"103/08/13","608,525","114,135,250","186.00","190.00","185.50","189.00","+1.50","466",
"103/08/14","264,004","49,527,260","190.00","190.00","186.50","187.50","-1.50","242",
"103/08/15","151,439","28,303,410","186.50","188.00","186.00","188.00","+0.50","124",
"103/08/18","168,770","31,660,530","188.00","189.50","186.50","187.00","-1.00","159",
"103/08/19","393,089","73,049,643","187.50","187.50","185.00","186.00","-1.00","307",
"103/08/20","202,358","37,630,946","187.50","187.50","185.50","186.50","+0.50","165",
"103/08/21","179,598","33,323,826","186.50","187.50","185.00","185.00","-1.50","177",
"103/08/22","416,810","78,122,090","185.00","188.50","185.00","188.00","+3.00","390",
"103/08/25","259,654","48,954,606","186.50","189.50","186.50","189.00","+1.00","275",
"103/08/26","170,101","31,933,035","189.00","189.00","187.00","187.00","-2.00","168",
"103/08/27","306,213","57,395,257","187.00","188.00","186.50","188.00","+1.00","242",
"103/08/28","351,355","66,087,740","188.50","189.00","187.00","187.50","-0.50","240",
"103/08/29","197,514","37,030,646","187.00","188.00","187.00","188.00","+0.50","177",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"

