"10207る 4904 环肚             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/07/01","4,726,373","371,718,796","79.50","79.50","78.10","78.60","-1.90","1,710",
"102/07/02","2,133,127","167,039,706","78.60","78.60","77.50","78.50","-0.10","1,174",
"102/07/03","7,563,292","599,318,268","78.60","80.00","78.50","79.00","+0.50","3,284",
"102/07/04","2,173,264","170,857,399","78.60","79.10","77.80","79.00"," 0.00","1,096",
"102/07/05","6,091,970","484,370,209","79.00","79.90","78.70","79.50","+0.50","1,878",
"102/07/08","4,574,226","362,425,465","78.50","80.00","77.90","79.50"," 0.00","1,925",
"102/07/09","5,430,343","438,074,615","79.50","82.00","79.10","81.50","+2.00","1,484",
"102/07/10","3,855,173","310,271,740","80.00","81.90","79.80","80.00","-1.50","2,116",
"102/07/11","5,682,111","450,518,209","80.00","80.70","78.10","78.20","-1.80","2,554",
"102/07/12","7,143,000","563,510,300","78.30","79.30","78.20","79.10","+0.90","2,343",
"102/07/15","4,881,676","388,841,205","78.50","80.30","78.50","80.00","+0.90","2,310",
"102/07/16","3,508,927","278,191,260","79.30","79.80","79.00","79.40","-0.60","2,045",
"102/07/17","5,158,244","413,640,983","79.70","81.00","79.20","80.90","+1.50","2,424",
"102/07/18","6,173,920","500,828,975","80.90","82.00","80.30","81.90","+1.00","3,325",
"102/07/19","4,150,679","333,527,310","81.80","82.60","79.20","79.50","-2.40","2,915",
"102/07/22","3,527,564","284,006,399","80.50","81.50","79.50","80.50","+1.00","1,956",
"102/07/23","6,717,195","547,142,632","81.10","83.00","80.60","83.00","+2.50","3,640",
"102/07/24","5,691,937","442,387,393","79.50","79.50","76.50","76.90","X0.00","2,890",
"102/07/25","3,578,973","273,261,421","76.80","77.50","76.00","76.00","-0.90","1,842",
"102/07/26","5,401,200","410,516,587","76.70","76.90","75.10","76.90","+0.90","2,415",
"102/07/29","2,606,045","201,008,992","77.90","78.00","76.50","77.40","+0.50","1,491",
"102/07/30","3,477,071","269,413,301","77.90","78.00","77.10","77.40"," 0.00","1,832",
"102/07/31","3,981,720","304,741,228","76.80","77.80","76.10","76.40","-1.00","2,088",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

