"10206る 1101 猟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/06/03","8,492,897","326,591,527","38.60","38.70","38.25","38.40","-1.05","3,444",
"102/06/04","6,235,855","238,027,110","38.70","38.70","38.05","38.10","-0.30","2,444",
"102/06/05","10,855,417","408,612,006","38.00","38.05","37.30","37.60","-0.50","3,488",
"102/06/06","5,964,152","223,860,117","37.30","37.75","37.30","37.50","-0.10","2,246",
"102/06/07","4,251,504","159,815,905","37.50","37.90","37.40","37.85","+0.35","1,849",
"102/06/10","5,202,873","199,363,223","38.20","38.50","38.00","38.45","+0.60","1,852",
"102/06/11","6,595,317","251,924,467","38.45","38.45","38.00","38.10","-0.35","2,342",
"102/06/13","12,478,768","471,828,791","38.10","38.20","37.35","37.35","-0.75","3,789",
"102/06/14","6,859,302","256,548,771","37.35","37.65","37.20","37.40","+0.05","2,792",
"102/06/17","4,817,906","183,379,888","37.65","38.80","37.30","37.80","+0.40","1,910",
"102/06/18","9,071,268","340,567,747","37.80","37.80","37.40","37.55","-0.25","2,499",
"102/06/19","8,338,361","313,548,387","37.55","37.80","37.50","37.55"," 0.00","2,718",
"102/06/20","10,653,560","397,895,224","37.50","37.55","37.20","37.30","-0.25","2,948",
"102/06/21","26,341,776","938,072,315","36.50","37.10","35.15","35.15","-2.15","7,128",
"102/06/24","18,930,650","662,317,332","35.15","35.30","34.60","34.60","-0.55","6,336",
"102/06/25","19,432,733","663,566,772","34.50","34.50","33.75","33.75","-0.85","6,401",
"102/06/26","17,522,324","599,980,807","34.50","34.80","33.90","34.80","+1.05","4,880",
"102/06/27","9,861,656","348,927,678","35.20","35.55","34.95","35.50","+0.70","3,754",
"102/06/28","12,837,205","466,553,678","35.85","36.95","35.40","36.90","+1.40","4,134",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

