"9901る 2303 羛筿             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
" 99/01/04","30,268,635","515,087,575","17.20","17.20","16.80","17.00","-0.20","5,747",
" 99/01/05","65,133,854","1,119,637,425","17.20","17.35","17.05","17.20","+0.20","10,198",
" 99/01/06","145,046,936","2,591,783,318","17.20","18.40","17.15","18.40","+1.20","24,535",
" 99/01/07","137,964,451","2,586,911,933","18.60","19.10","18.40","18.40"," 0.00","24,566",
" 99/01/08","58,947,013","1,068,332,609","18.40","18.45","17.85","18.20","-0.20","11,053",
" 99/01/11","108,271,047","2,020,545,610","18.30","19.00","18.10","18.60","+0.40","16,044",
" 99/01/12","54,024,017","993,965,162","18.60","18.85","18.15","18.35","-0.25","11,941",
" 99/01/13","56,187,679","1,005,175,676","18.00","18.00","17.80","17.85","-0.50","10,446",
" 99/01/14","35,850,344","632,602,540","17.85","18.05","17.85","17.95","+0.10","6,691",
" 99/01/15","35,281,871","633,585,407","18.00","18.15","17.85","18.00","+0.05","7,077",
" 99/01/18","47,704,137","848,319,410","17.80","18.10","17.55","17.85","-0.15","10,125",
" 99/01/19","45,751,877","810,435,563","17.90","18.10","17.55","17.55","-0.30","8,789",
" 99/01/20","65,549,113","1,172,625,734","17.80","18.10","17.65","18.10","+0.55","10,042",
" 99/01/21","54,920,527","992,585,064","18.10","18.20","17.95","18.00","-0.10","8,415",
" 99/01/22","51,483,433","908,830,028","17.80","17.90","17.50","17.70","-0.30","9,019",
" 99/01/25","50,492,358","879,354,726","17.30","17.60","17.25","17.40","-0.30","7,536",
" 99/01/26","78,575,773","1,326,111,568","17.50","17.55","16.40","16.50","-0.90","14,949",
" 99/01/27","48,380,668","798,631,335","16.60","16.60","16.35","16.40","-0.10","7,169",
" 99/01/28","72,488,732","1,199,833,315","16.40","16.85","16.40","16.50","+0.10","9,936",
" 99/01/29","107,483,442","1,697,406,759","16.20","16.20","15.50","16.05","-0.45","17,247",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

