"10012る 2454 羛祇           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/12/01","9,612,858","2,777,896,652","291.00","292.00","286.50","287.50","+8.00","6,419",
"100/12/02","4,455,860","1,281,188,040","287.50","290.50","285.50","289.00","+1.50","3,087",
"100/12/05","5,360,107","1,523,909,095","288.00","289.00","280.50","280.50","-8.50","4,051",
"100/12/06","12,879,545","3,477,317,925","276.00","278.50","261.00","262.00","-18.50","9,931",
"100/12/07","15,775,604","4,093,885,164","259.00","266.50","253.00","263.50","+1.50","11,194",
"100/12/08","9,325,396","2,404,671,564","261.00","262.00","254.00","257.00","-6.50","7,202",
"100/12/09","10,412,380","2,643,737,680","250.00","261.50","248.00","260.00","+3.00","7,821",
"100/12/12","5,762,826","1,518,068,238","265.00","267.00","260.00","261.00","+1.00","4,376",
"100/12/13","9,626,191","2,549,498,070","260.00","269.00","260.00","269.00","+8.00","6,689",
"100/12/14","7,082,240","1,899,524,820","270.00","271.00","265.50","267.50","-1.50","5,455",
"100/12/15","10,356,654","2,693,044,078","265.00","266.00","256.50","256.50","-11.00","7,987",
"100/12/16","6,532,057","1,679,129,649","256.50","260.00","255.00","255.00","-1.50","4,935",
"100/12/19","8,508,045","2,107,690,025","252.00","253.00","243.00","243.50","-11.50","6,890",
"100/12/20","8,104,217","2,027,633,556","243.50","254.50","243.50","251.00","+7.50","5,943",
"100/12/21","10,079,049","2,697,017,643","268.00","268.50","265.00","268.50","+17.50","6,949",
"100/12/22","6,965,098","1,865,933,862","268.50","269.50","266.00","268.00","-0.50","5,192",
"100/12/23","13,896,860","3,898,892,549","275.00","286.00","273.50","281.50","+13.50","10,302",
"100/12/26","6,814,434","1,913,503,954","282.50","283.00","278.00","281.00","-0.50","4,634",
"100/12/27","5,630,946","1,572,907,434","280.00","281.50","277.00","279.00","-2.00","3,888",
"100/12/28","8,534,449","2,366,384,123","280.00","282.00","273.50","275.50","-3.50","5,083",
"100/12/29","5,495,112","1,509,742,070","274.00","277.50","271.50","277.50","+2.00","3,712",
"100/12/30","6,320,019","1,759,596,251","281.00","282.00","276.00","277.50"," 0.00","3,769",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

