"10402る 2912 参禬           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","821,314","202,224,744","243.00","247.50","242.00","247.00","+4.00","713",
"104/02/03","1,429,180","362,743,474","249.50","259.00","246.00","257.00","+10.00","1,237",
"104/02/04","1,617,413","409,536,163","258.50","259.00","251.00","251.00","-6.00","1,427",
"104/02/05","1,316,716","328,022,904","250.00","253.00","247.00","249.50","-1.50","1,031",
"104/02/06","1,362,050","337,421,140","247.50","250.50","246.50","250.50","+1.00","951",
"104/02/09","759,589","187,935,774","251.50","251.50","246.50","247.00","-3.50","690",
"104/02/10","1,281,351","311,365,464","244.50","246.00","241.50","241.50","-5.50","990",
"104/02/11","1,913,812","469,976,064","241.50","248.00","241.50","248.00","+6.50","1,483",
"104/02/12","1,163,694","289,403,112","249.00","250.00","247.00","248.00"," 0.00","842",
"104/02/13","1,190,639","295,255,284","248.00","249.00","247.00","249.00","+1.00","850",
"104/02/24","1,798,284","454,019,352","249.00","255.00","249.00","254.00","+5.00","1,321",
"104/02/25","1,353,934","347,085,128","255.50","258.50","254.50","256.50","+2.50","990",
"104/02/26","3,261,390","802,874,440","254.50","254.50","242.00","244.00","-12.50","2,077",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

