"10405る 2454 羛祇           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","17,071,637","6,456,391,245","371.00","385.00","371.00","380.00","-15.00","10,544",
"104/05/05","9,648,170","3,619,717,590","378.00","383.00","371.00","374.50","-5.50","6,622",
"104/05/06","8,690,986","3,232,033,028","373.00","377.00","368.00","370.00","-4.50","5,612",
"104/05/07","9,283,722","3,415,734,912","369.00","371.50","366.00","368.50","-1.50","5,725",
"104/05/08","8,515,704","3,201,382,429","369.00","379.50","369.00","376.50","+8.00","6,427",
"104/05/11","6,205,690","2,331,095,250","382.00","382.00","370.00","370.00","-6.50","4,666",
"104/05/12","5,826,967","2,171,642,131","373.00","375.00","371.00","371.50","+1.50","4,026",
"104/05/13","15,217,590","5,927,419,987","379.00","397.50","376.00","397.50","+26.00","10,269",
"104/05/14","12,642,614","5,027,105,695","397.50","402.00","393.00","393.00","-4.50","8,050",
"104/05/15","5,322,980","2,112,859,131","398.00","403.00","390.00","390.00","-3.00","4,220",
"104/05/18","7,039,727","2,776,027,484","390.00","399.50","388.00","391.50","+1.50","5,257",
"104/05/19","6,497,333","2,548,053,684","392.00","395.00","388.00","392.00","+0.50","4,222",
"104/05/20","8,336,776","3,324,714,220","395.00","401.50","395.00","399.50","+7.50","4,827",
"104/05/21","7,315,313","2,930,419,700","396.50","403.50","396.00","400.00","+0.50","4,999",
"104/05/22","8,993,585","3,679,381,954","405.00","412.00","403.00","410.00","+10.00","5,823",
"104/05/25","6,774,725","2,718,607,575","405.50","409.00","396.50","397.50","-12.50","4,794",
"104/05/26","3,161,817","1,265,169,800","401.00","403.00","398.00","399.50","+2.00","2,554",
"104/05/27","4,852,855","1,942,833,000","399.50","403.00","399.50","400.00","+0.50","2,926",
"104/05/28","9,060,437","3,708,076,429","410.00","412.00","406.00","409.00","+9.00","6,085",
"104/05/29","11,101,774","4,586,647,222","410.00","414.50","410.00","414.50","+5.50","5,017",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

