"10206る 2324 く腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/06/03","9,998,351","184,701,155","18.35","18.60","18.30","18.45"," 0.00","3,224",
"102/06/04","8,416,250","155,306,687","18.60","18.60","18.40","18.40","-0.05","2,873",
"102/06/05","7,656,829","140,660,236","18.35","18.45","18.30","18.35","-0.05","2,253",
"102/06/06","19,318,134","350,740,817","18.25","18.35","18.05","18.10","-0.25","5,383",
"102/06/07","25,370,854","452,091,730","18.05","18.15","17.60","17.70","-0.40","7,337",
"102/06/10","8,736,738","155,742,748","17.95","17.95","17.75","17.80","+0.10","3,989",
"102/06/11","9,174,742","162,310,357","17.80","17.85","17.60","17.60","-0.20","3,234",
"102/06/13","18,765,672","325,299,085","17.50","17.60","17.15","17.15","-0.45","5,469",
"102/06/14","18,149,582","310,623,708","17.20","17.40","17.00","17.00","-0.15","5,564",
"102/06/17","9,863,877","168,703,620","17.05","17.20","17.00","17.10","+0.10","2,801",
"102/06/18","16,672,859","283,078,267","17.10","17.20","16.90","17.00","-0.10","4,086",
"102/06/19","10,513,037","180,427,559","17.10","17.30","17.00","17.10","+0.10","3,146",
"102/06/20","12,763,040","215,299,857","17.00","17.05","16.80","16.80","-0.30","6,506",
"102/06/21","43,536,656","709,260,634","16.50","16.65","16.05","16.05","-0.75","9,304",
"102/06/24","18,888,109","309,825,819","16.10","16.55","16.10","16.40","+0.35","4,972",
"102/06/25","15,050,888","248,035,747","16.50","16.65","16.30","16.35","-0.05","3,886",
"102/06/26","22,897,027","382,356,428","16.70","17.00","16.50","16.65","+0.30","4,972",
"102/06/27","17,052,218","284,834,772","16.85","16.85","16.55","16.60","-0.05","4,480",
"102/06/28","13,205,956","221,286,995","16.65","16.85","16.65","16.85","+0.25","3,865",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

