"104年04月 3231 緯創             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"104/04/01","11,949,214","318,938,074","26.60","26.95","26.40","26.70","+0.10","5,119",
"104/04/02","11,491,631","307,960,032","26.80","26.95","26.70","26.75","+0.05","5,347",
"104/04/07","6,737,903","181,411,448","27.00","27.05","26.80","26.95","+0.20","2,929",
"104/04/08","12,814,210","341,115,227","26.95","26.95","26.50","26.55","-0.40","5,001",
"104/04/09","10,414,654","279,284,569","26.60","26.95","26.60","26.80","+0.25","3,957",
"104/04/10","11,761,027","315,479,229","27.00","27.05","26.60","27.05","+0.25","4,769",
"104/04/13","9,007,234","242,015,573","27.20","27.20","26.70","26.75","-0.30","3,841",
"104/04/14","12,677,530","339,585,577","26.70","26.90","26.65","26.90","+0.15","3,962",
"104/04/15","14,570,664","388,536,116","26.90","26.95","26.55","26.55","-0.35","5,800",
"104/04/16","18,052,176","485,213,234","26.70","27.20","26.60","27.10","+0.55","6,912",
"104/04/17","10,690,806","286,724,171","27.00","27.00","26.70","26.70","-0.40","4,945",
"104/04/20","14,687,728","386,634,263","26.60","26.65","26.15","26.20","-0.50","5,805",
"104/04/21","14,700,750","383,441,057","26.30","26.45","25.90","25.95","-0.25","5,038",
"104/04/22","11,240,189","295,075,936","25.95","26.45","25.95","26.20","+0.25","4,199",
"104/04/23","15,812,838","423,219,057","26.40","26.95","26.40","26.85","+0.65","6,041",
"104/04/24","20,079,243","545,831,347","27.00","27.40","26.95","27.25","+0.40","7,358",
"104/04/27","16,217,213","444,069,814","27.45","27.55","27.15","27.45","+0.20","6,174",
"104/04/28","11,825,801","320,469,483","27.45","27.45","26.90","27.05","-0.40","4,632",
"104/04/29","14,020,165","373,978,821","26.85","27.00","26.50","26.50","-0.55","5,763",
"104/04/30","17,319,056","455,479,352","26.50","26.75","26.15","26.15","-0.35","5,880",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"

